Team ID,Team Name,Region,Country,Track,City
3774,Aachen,Europe,Germany,,Aachen
3793,Aalto-Helsinki,Europe,Finland,,Espoo
3872,Aboa,Europe,Finland,,Turku
3743,AFCM-Egypt,Africa,Egypt,,Cairo
3981,AHUT_China,Asia,China,,Ma'anshan
4012,AISSU_China,Asia,China,,Shenzhen
3788,Aix-Marseille,Europe,France,,Marseille
3737,Alma,North America,United States,,Alma
3813,ASIJ_Tokyo,Asia,Japan,High School,Chofu
3906,ASTWS-China,Asia,China,,Hangzhou
4006,ASU,North America,United States,,Tempe
4034,Athens,Europe,Greece,,Athens
3879,Austin_UTexas,North America,United States,,Austin
3851,Baltimore_BioCrew,North America,United States,High School,Lusby
3996,Beijing_United,Asia,China,,Shanghai
4033,BHSF,Asia,China,,Beijing
3900,Bielefeld-CeBiTec,Europe,Germany,,Bielefeld
4021,Bilkent_UNAM,Europe,Turkey,,Ankara
3821,BIT,Asia,China,,Beijing
3852,BIT-China,Asia,China,,Beijing
3874,BJ101ID,Asia,China,,Beijing
3759,BJEA_China,Asia,China,High School,Beijing
3887,BJU_China,Asia,China,,Beijing
3745,BNDS_China,Asia,China,High School,Beijing
3805,BNU-China,Asia,China,,Beijing
3784,BNUZ-China,Asia,China,,Zhuhai City
3855,BOKU-Vienna,Europe,Austria,,Vienna
4007,Bolivia,Latin America,Bolivia,,La Paz
3827,British_Columbia,North America,Canada,,Vancouver
3831,Brno_Czech_Republic,Europe,Czech Republic,,Brno
3882,BS_United_China,Asia,China,High School,Shanghai
3881,BSC_United,Asia,China,High School,
3875,BUCT,Asia,China,,Beijing
3742,BUCT-China,Asia,China,,Beijing
3764,Bulgaria,Europe,Bulgaria,,Sofia
3945,Calgary,North America,Canada,,Calgary
3796,CAU_China,Asia,China,,Beijing
3956,CCA_San_Diego,North America,United States,High School,San Diego
3778,CCU_Taiwan,Asia,Taiwan,,Chiayi
3944,Chalmers-Gothenburg,Europe,Sweden,,Gothenburg
3812,CHINA-FAFU,Asia,China,,Fuzhou
4024,CHS_Missouri_US,North America,United States,High School,St. Louis
3905,City_of_London_UK,Europe,United Kingdom,High School,London
3834,CityU_HK,Asia,Hong Kong,,Hong Kong
3825,CKWA-China,Asia,China,High School,Beijing
3768,Concordia-Montreal,North America,Canada,,Montreal
3833,Cornell,North America,United States,,Ithaca
3853,CPU_CHINA,Asia,China,,Nanjing
3935,Crete,Europe,Greece,,Heraklion
4029,CSMU_Taiwan,Asia,Taiwan,,Taichung
3734,CSU_CHINA,Asia,China,,Changsha
3856,CTR_Alberta_Canada,North America,Canada,High School,High River
3877,DKU,Asia,China,,Suzhou
3844,DNHS_SanDiego_CA,North America,United States,High School,San Diego
3841,DTU-Denmark,Europe,Denmark,,Kongens Lyngby
3826,Duesseldorf,Europe,Germany,,Duesseldorf
4046,Duke,North America,United States,,Durham
3898,DUT_China,Asia,China,,Dalian
3995,ECNUAS,Asia,China,,Shanghai
3893,Ecuador,Latin America,Ecuador,,Quito
3970,ECUST_China,Asia,China,,Shanghai
3946,Edinburgh,Europe,United Kingdom,,Edinburgh
3980,ENVIRIST,Europe,Turkey,High School,Istanbul
4035,EPFL,Europe,Switzerland,,Lausanne
4020,Estonia_TUIT,Europe,Estonia,,Tartu
3766,Evry_Paris-Saclay,Europe,France,,Evry-Courcouronnes
3732,FAFU-CHINA,Asia,China,,Fuzhou
3810,FDR-HB_Peru,Latin America,Peru,High School,Lima
3828,FIS-Frankfurt,Europe,Germany,High School,Oberursel
3792,FSU,North America,United States,,Tallahassee
3790,Fudan,Asia,China,,Shanghai
4000,Fujian_United,Asia,China,,Shanghai
3769,FZU-China,Asia,China,,Fuzhou
3842,GA_State_SW_Jiaotong,North America,United States,,Atlanta
3938,GCGS_China,Asia,China,High School,Shenzhen
3880,GDSYZX,Asia,United States,High School,Guangzhou
4031,Gifu,Asia,Japan,,Gifu
3902,GO_Paris-Saclay,Europe,France,,Orsay
3897,GreatBay_SCIE,Asia,China,High School,Shenzhen
3859,GreatBay_SZ,Asia,China,,Shenzhen
3858,GreatBay_United,Asia,China,,Shenzhen
3748,Groningen,Europe,Netherlands,,Groningen
4002,Guangdong_United,Asia,China,,Shanghai
4058,Guelph,North America,Canada,,Guelph
4032,Gunma,Asia,Japan,,Kiryu
3846,Hamburg,Europe,Germany,,Hamburg
3936,HBUT-China,Asia,China,,Wuhan
3963,Heidelberg,Europe,Germany,,Heidelberg
3978,HiZJU-China,Asia,China,,Hangzhou
3816,HK_CPU-WFN-WYY,Asia,Hong Kong,High School,Hong Kong
3787,HK_GTC,Asia,China,High School,Hong Kong
3776,HK_SSC,Asia,Hong Kong,High School,Hong Kong
3923,HKBU,Asia,Hong Kong,,Kowloon Tong
3922,HKBU_HKAP,Asia,Hong Kong,,Kowloon Tong
4041,HKIS,Asia,Hong Kong,High School,Hong Kong
3987,HKU,Asia,Hong Kong,,Hong Kong
3988,Hong_Kong_HKU,Asia,Hong Kong,,Hong Kong
3746,Hong_Kong_JSS,Asia,Hong Kong,High School,Hong Kong
3718,Hong_Kong_UCCKE,Asia,Hong Kong,High School,Hong Kong
3973,Hopkins,North America,United States,,Baltimore
3986,HSGenius-Union-CHINA,Asia,China,High School,Lanzhou
3861,Humboldt_Berlin,Europe,Germany,,Berlin
3711,HUST-China,Asia,China,,Wuhan
3712,HUST2-China,Asia,China,,Wuhan
3733,HZAU-China,Asia,China,,Wuhan
3901,IAR_Gandhinagar,Asia,India,,Ahmedabad
3716,iBowu-China,Asia,China,,Beijing
3867,ICJFLS,Asia,China,High School,Jinan
3765,IISc-Bangalore,Asia,India,,Bengaluru
3982,IISER_Berhampur,Asia,India,,Berhampur
3848,IISER_Bhopal,Asia,India,,Bhopal
3799,IISER_Kolkata,Asia,United States,,Mohanpur
3744,IISER_Mohali,Asia,India,,Mohali
3979,IISER_TVM,Asia,India,,Thiruvananthapuram
3971,IISER-Pune-India,Asia,India,,Pune
3889,IISER-Tirupati_India,Asia,India,,Tirupati
3911,IIT_Mandi,Asia,India,,Mandi
4056,IOANNINA,Europe,Greece,,Ioannina
3933,Ionis_Paris,Europe,France,,Villejuif
3940,Istanbul_Tech,Europe,Turkey,,Istanbul
3829,IvyMaker-China,Asia,China,,Shanghai
3803,Jiangnan_China,Asia,China,,Wuxi
4004,Jiangsu_United,Asia,China,,Shanghai
3883,Jilin_China,Asia,China,,Changchun
3915,KAIT_Japan,Asia,Japan,,Atsugi Kanagawa
3729,KCIS_NewTaipei,Asia,Taiwan,High School,New Taipei City
3794,KCL_UK,Europe,United Kingdom,,London
4015,KEYSTONE,Asia,China,,Shenzhen
3824,Korea_HS,Asia,"Korea, Republic Of",,Suwon-si
3807,KU_Leuven,Europe,Belgium,,Leuven
3837,KUAS_Korea,Asia,"Korea, Republic Of",,Seoul
3815,Kyoto,Asia,Japan,,Kyoto
3725,Lambert_GA,North America,United States,High School,Suwanee
3962,Leiden,Europe,Netherlands,,Leiden
3738,Lethbridge,North America,Canada,,Lethbridge
3907,Lethbridge_HS,North America,Canada,High School,Lethbridge
3968,Liao_Chongqing,Asia,China,,Chongqing
3892,Linkoping_Sweden,Europe,Sweden,,Linkoping
4011,LINKS_China,Asia,China,,Shenzhen
4044,LMSU,Europe,Russian Federation,,Moscow
4025,Lubbock_TTU,North America,United States,,Lubbock
3955,Lund,Europe,Sweden,,Lund
3760,LZU-CHINA,Asia,China,,Lanzhou
3726,MADRID_UCM,Europe,Spain,,MADRID
3710,Manchester,Europe,United Kingdom,,Manchester
3758,Marburg,Europe,Germany,,Marburg
4010,McMaster,North America,Canada,,Hamilton
4049,MEPhI,Europe,Russian Federation,,Obninsk
4047,MiamiU_OH,North America,United States,,Oxford
4037,Michigan,North America,United States,,Ann Arbor
3719,MichiganState,North America,United States,,East Lansing
4022,Mines,North America,United States,,Golden
3728,Mingdao,Asia,Taiwan,High School,Taichung City
3942,MIPT_MSU,Europe,Russian Federation,,Dolgoprudny
3800,Missouri_Miners,North America,United States,,Rolla
3721,MIT_MAHE,Asia,India,,Manipal
3865,MOLECULAR-BREEDERS,Europe,Russian Federation,High School,Nizhny Novgorod
3845,Moscow,Europe,Russian Federation,,Moscow
3947,MSP-Maastricht,Europe,Netherlands,,Maastricht
4051,MTU-CORK,Europe,Ireland,,Cork
4003,Nanjing_high_school,Asia,China,,Nanjing
3964,Nanjing_NFLS,Asia,China,High School,Nanjing
3731,Nanjing-China,Asia,China,,Nanjing
3850,Nanjing-NFLS,Asia,United States,,Nanjing
3811,Nantes,Europe,France,,Nantes
3735,NAU-CHINA,Asia,China,,Nanjing
3931,Navarra_BG,Europe,Spain,High School,Navarre
3928,NAWI-Graz,Europe,Austria,,Graz
3830,NCHU_Taichung,Asia,Taiwan,,Taichung
3771,NCKU_Tainan,Asia,Taiwan,,Tainan
3736,NCTU_Formosa,Asia,Taiwan,,Hsinchu
3886,NDNF_China,Asia,China,,Beijing
3894,NEFU_China,Asia,China,,Harbin
3896,NEU_CHINA,Asia,China,,Shenyang
3873,NJMU-China,Asia,China,,Nanjing
3753,NJTech_China,Asia,China,,Nanjing
3756,NJU-China,Asia,China,,Nanjing
4040,NMU_China,Asia,China,,Shanghai
3868,NNU-China,Asia,China,,Nanjing
3994,NOFLS_YZ,Asia,China,,Shanghai
4045,NOLA,North America,United States,,New Orleans
3948,North_Texas,North America,United States,,Denton
3957,Northern_BC,North America,Canada,,Prince George
3840,NOUS,Europe,Greece,,Alexandroupoli
4017,NOVA_LxPortugal,Europe,Portugal,,Oeiras
4018,NOVA_Portugal,Europe,Portugal,,Oeiras
3937,NPU-CHINA,Asia,China,,Xi'an
3835,NTHU_Taiwan,Asia,Taiwan,,Hsinchu
3762,NTNU-Trondheim,Europe,Norway,,Trondheim
4053,NTU-Singapore,Asia,Singapore,,Singapore
4016,NUDT_CHINA,Asia,China,,Changsha
3927,NUS_Singapore,Asia,Singapore,,Singapore
3722,NWU-CHINA-A,Asia,China,,Xi'an
3779,NWU-CHINA-B,Asia,China,,Xi
4039,NYU_New_York,North America,United States,,Brooklyn
3783,OhioState,North America,United States,,Columbus
3777,OUC-China,Asia,China,,Qingdao
3785,OUC-R,Asia,China,,Qingdao
3786,Paris_Bettencourt,Europe,France,,Paris
3839,Patras,Europe,Greece,,Patras
3961,Phystech_Moscow,Europe,Russian Federation,,Moscow
3953,Pittsburgh,North America,United States,,Pittsburgh
4038,populus_academy,North America,United States,,Gastonia
3863,PuiChing_Macau,Asia,Macao,High School,Macau
4008,Purdue,North America,United States,,West Lafayette
3720,Qdai,Asia,Japan,,Fukuoka
3797,QHFZ,Asia,China,High School,Beijing
3951,Quantum_SY,Asia,China,High School,Shenyang
3767,Queens_Canada,North America,Canada,,Kingston
3820,RDFZ-CHINA,Asia,China,High School,Beijing
4052,RHS-Calgary,North America,Canada,,Calgary
3795,Rio_UFRJ_Brazil,Latin America,Brazil,,Rio de Janeiro
3724,Rochester,North America,United States,,Rochester
3860,RUBochum,Europe,Germany,,Bochum
3857,RUM-UPRM,Latin America,Puerto Rico,,Mayaguez
3941,Saint_Joseph,Europe,Turkey,High School,Istanbul
4014,SCAU-China,Asia,China,,Guangzhou
3977,SCU-China,Asia,China,,Chengdu
3772,SCUT-China,Asia,China,,Guangzhou
3775,SDSU,North America,United States,,San Diego
4059,SDU-Denmark,Europe,Denmark,,Odense M
3999,Shanghai_city,Asia,China,,Shanghai
3992,Shanghai_high_school,Asia,China,,Shanghai
3916,Shanghai_HS,Asia,China,,Shanghai
3998,Shanghai_HS_United,Asia,China,,Shanghai
3991,Shanghai_United,Asia,China,,Shanghai
4030,Shanghai_United_HS,Asia,China,,Shanghai
3755,ShanghaiTech_China,Asia,China,,Shanghai
3798,SHSBNU_China,Asia,China,High School,Beijing
3993,SHSID,Asia,China,,Shanghai
3888,SJTang,Asia,China,,Shanghai
3714,SJTU-BioX-Shanghai,Asia,China,,Shanghai
3741,SJTU-Software,Asia,China,,Shanghai
3990,SMS_Shenzhen,Asia,China,High School,Shenzhen
3770,SNU_India,Asia,India,,Uttar Pradesh
3836,Sorbonne_U_Paris,Europe,France,,Paris
3913,SPU,Asia,China,,Shenyang
3903,St_Andrews,Europe,United Kingdom,,St Andrews
4009,Stanford,North America,United States,,Stanford
3802,Stony_Brook,North America,United States,,Stony Brook
3780,Stuttgart,Europe,Germany,,Stuttgart
3952,SUNY_Oneonta,North America,United States,,Oneonta
3914,SUSTech_Shenzhen,Asia,China,,Shenzhen
3967,SWU_Chongqing_China,Asia,China,,Chongqing
3969,SWU_Liao_China,Asia,China,,Chongqing
3966,SWU-Chongqing-China,Asia,China,,Chongqing
3814,Sydney_Australia,Asia,Australia,,Camperdown
3960,SYSU-CHINA,Asia,China,,Guangzhou
3976,SYSU-Software,Asia,China,,Guang Zhou
3895,SZ_SHD,Asia,China,,Wuhan
3740,SZPT-CHINA,Asia,China,,Shenzhen
3876,SZTA_RMG_Szeged,Europe,Hungary,High School,Szeged
3838,SZU-China,Asia,China,,Shenzhen
3717,TAS_Taipei,Asia,Taiwan,High School,Taipei
3871,TAU_Israel,Asia,Israel,,Tel Aviv
3917,TEC_COSTA_RICA,Latin America,Costa Rica,,Cartago
3809,TecCEM,Latin America,Mexico,,Monterrey
3983,The_Webbs_School,Asia,China,,Shanghai
3727,Thessaloniki,Europe,Greece,,Thessaloniki
3866,Thessaly,Europe,Greece,,Larissa
3984,THINKER-CHINA,Asia,China,,Lanzhou
3959,THIS-China,Asia,China,High School,Beijing
3899,Thrace,Europe,Greece,,Alexandroupolis
3939,Tianjin,Asia,China,,Tianjin
3715,TJUSLS_China,Asia,China,,Tianjin
4019,TokyoTech,Asia,Japan,,Yokohama-shi
3823,Tongji_China,Asia,China,,Shanghai
3847,Tongji_Software,Asia,China,,Shanghai
3949,Toronto,North America,Canada,,Toronto
3930,Toulouse_INSA-UPS,Europe,France,,Toulouse
3924,Tsinghua,Asia,China,,Beijing
3985,TU_Darmstadt,Europe,Germany,,Darmstadt
3781,TU_Kaiserslautern,Europe,Germany,,Kaiserslautern
3972,TU-Eindhoven,Europe,Netherlands,,Eindhoven
3806,TUDelft,Europe,Netherlands,,Delft
3757,Tuebingen,Europe,Germany,,Tuebingen
3761,UA_Huntsville,North America,United States,,Huntsville
4026,UC_San_Diego,North America,United States,,La Jolla
3817,UCAS-China,Asia,China,,Beijing
3954,UChicago,North America,United States,,Chicago
3808,UCSC,North America,United States,,Santa Cruz
3819,UESTC-China,Asia,China,,ChengDu
3910,UFlorida,North America,United States,,Gainesville
3932,UI_Indonesia,Asia,Indonesia,,Depok
3709,UiOslo_Norway,Europe,Norway,,Oslo
3713,UIUC_Illinois,North America,United States,,Urbana
3862,ULaval,North America,Canada,,Québec
3789,UM_Macau,Asia,Macao,,Macau
3854,UMA_MALAGA,Europe,Spain,,MALAGA
3965,UMaryland,North America,United States,,Baltimore
3749,UNESP_Brazil,Latin America,Brazil,,Araraquara
3782,UNILausanne,Europe,Switzerland,,Lausanne
4043,United-Mooc_China,Asia,China,High School,Shanghai
3929,UNIZAR,Europe,Spain,,Zaragoza
3750,UNSW_Australia,Asia,Australia,,Randwick
3864,UParis,Europe,France,,Paris
3878,UParis_BME,Europe,France,,Paris
4036,UPenn,North America,United States,,Philadelphia
3791,UPF_Barcelona,Europe,Spain,,Barcelona
3934,Uppsala,Europe,Sweden,,Uppsala
3723,USAFA,North America,United States,,Colorado Springs
3890,USP-Brazil,Latin America,Brazil,,Sao Paolo
3912,USTC,Asia,China,,Hefei
3958,USTC-Software,Asia,China,,Hefei
3918,UTEC-Peru,Latin America,Peru,,Lima
3891,UTFPR-PG_Brazil,Latin America,Brazil,,Paraná
3804,UTokyo,Asia,Japan,,Meguro-ku
3989,UZurich,Europe,Switzerland,,Zurich
4050,Victoria_Wellington,Asia,New Zealand,,Wellington
3904,Vilnius-Lithuania,Europe,Lithuania,,Vilnius
3975,Virginia,North America,United States,,Charlottesville
3849,VITBhopal,Asia,India,,Bhopal
3747,Wageningen_UR,Europe,Netherlands,,Wageningen
3752,Warwick,Europe,United Kingdom,,Coventry
4023,Washington,North America,United States,,Seattle
3843,Waterloo,North America,Canada,,Waterloo
3997,WFLA_YK_PAO,Asia,China,,Shanghai
4013,Whittle,Asia,China,High School,Guangdong
3763,WHU-China,Asia,China,,Wuhan
3773,William_and_Mary,North America,United States,,Williamsburg
3909,Worldshaper-Nanjing,Asia,China,,Hangzhou
3908,Worldshaper-Shanghai,Asia,China,,Hangzhou
4028,Wuhan_city,Asia,China,,Shanghai
4005,Wuhan_United,Asia,China,,Shanghai
3926,XHD-Wuhan-A-China,Asia,China,,Wuhan
3921,XHD-Wuhan-B-China,Asia,United States,,Wuhan
3925,XHD-Wuhan-Pro-China,Asia,China,,Wuhan
4054,XJTLU-CHINA,Asia,China,,Suzhou
3832,XJTU-China,Asia,China,,Xi'an
3739,XMU-China,Asia,China,,Xiamen
3822,YiYe-China,Asia,China,,Wuhan
4055,Yucai_SZ,Asia,China,High School,Shenzhen
3730,ZJU-China,Asia,China,,Hangzhou
3884,ZJUT_China,Asia,China,,Hangzhou
3885,ZJUT-China,Asia,China,,Hangzhou